CustomerID,Churn,CustomerStatus,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,ComplainRecieved,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,WarehouseToHomeRange,TenureRange,CashbackAmountRange,R,F,M,RFM_Segment,Segment
50888,1,Churned,10.0,Computer,3,6,Debit Card,Female,2.0,5,Phone,3,Single,2,0,No,12.0,1.0,1.0,0.0,114,Very close distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
51081,1,Churned,10.0,Phone,1,8,Debit Card,Male,3.0,3,Phone,4,Single,2,0,No,12.0,1.0,1.0,0.0,114,Very close distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
51642,1,Churned,10.0,Phone,1,9,Debit Card,Male,2.0,3,Phone,3,Single,2,0,No,13.0,1.0,1.0,0.0,114,Very close distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
52123,1,Churned,10.0,Phone,1,16,Debit Card,Female,2.0,4,Phone,5,Single,2,0,No,13.0,0.0,1.0,0.0,114,Close Distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
52358,1,Churned,10.0,Computer,3,7,Debit Card,Female,2.0,5,Phone,3,Single,2,0,No,12.0,0.0,1.0,0.0,114,Very close distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
52551,1,Churned,10.0,Phone,1,8,Debit Card,Male,3.0,3,Phone,4,Single,2,0,No,12.0,0.0,1.0,0.0,114,Very close distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
51187,0,Stayed,10.0,Computer,1,20,Credit Card,Female,2.0,3,Phone,3,Single,2,0,No,16.0,1.0,1.0,0.0,115,Close Distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
51495,0,Stayed,10.0,Phone,1,9,Credit Card,Female,3.0,3,Phone,4,Single,2,0,No,14.0,1.0,1.0,0.0,115,Very close distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
52657,0,Stayed,10.0,Computer,1,20,Credit Card,Female,2.0,3,Phone,3,Single,2,0,No,16.0,1.0,1.0,0.0,115,Close Distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
50461,1,Churned,10.0,Phone,1,12,Debit Card,Male,3.0,1,Phone,5,Divorced,2,1,Yes,21.0,1.0,1.0,0.0,116,Close Distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
50848,0,Stayed,10.0,Computer,1,6,Debit Card,Female,3.0,3,Phone,2,Single,2,0,No,15.0,1.0,1.0,0.0,116,Very close distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
50945,0,Stayed,10.0,Phone,1,6,Debit Card,Male,3.0,4,Phone,3,Married,2,0,No,14.0,0.0,1.0,0.0,116,Very close distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
51029,1,Churned,10.0,Computer,3,9,Credit Card,Female,3.0,3,Phone,1,Single,2,1,Yes,12.0,0.0,1.0,0.0,116,Very close distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
51098,1,Churned,10.0,Phone,2,28,UPI,Male,2.0,5,Phone,3,Married,2,0,No,11.0,0.0,1.0,0.0,116,Moderate Distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
51931,1,Churned,10.0,Phone,1,12,Debit Card,Male,3.0,1,Phone,5,Married,2,1,Yes,21.0,0.0,1.0,0.0,116,Close Distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
52318,0,Stayed,10.0,Computer,1,7,Debit Card,Female,3.0,3,Phone,1,Single,2,0,No,15.0,1.0,1.0,0.0,116,Very close distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
52415,0,Stayed,10.0,Phone,1,7,Debit Card,Male,3.0,4,Phone,3,Married,2,0,No,14.0,0.0,1.0,0.0,116,Very close distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
52499,1,Churned,10.0,Computer,3,9,Credit Card,Female,3.0,3,Phone,1,Single,2,1,Yes,12.0,1.0,1.0,0.0,116,Very close distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
52568,1,Churned,10.0,Phone,2,28,UPI,Male,2.0,5,Phone,3,Married,2,0,No,11.0,0.0,1.0,0.0,116,Moderate Distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
50023,1,Churned,10.0,Phone,3,28,E wallet,Male,2.0,3,Phone,3,Single,2,1,Yes,19.0,0.0,1.0,0.0,117,Moderate Distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
50292,0,Stayed,10.0,Computer,1,8,Debit Card,Male,2.0,3,Phone,2,Divorced,2,1,Yes,23.0,1.0,1.0,0.0,117,Very close distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
50491,0,Stayed,10.0,Computer,1,9,Credit Card,Male,2.0,3,Phone,2,Divorced,2,0,No,11.0,1.0,1.0,0.0,117,Very close distance,1 Year,Moderate Cashback Amount,4,3,4,434,Lost Customers
51473,1,Churned,10.0,Phone,3,28,E wallet,Male,2.0,3,Phone,3,Single,2,1,Yes,19.0,1.0,1.0,0.0,117,Moderate Distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
51762,0,Stayed,10.0,Computer,1,8,Debit Card,Male,2.0,3,Phone,1,Married,2,1,Yes,23.0,1.0,1.0,0.0,117,Very close distance,1 Year,Moderate Cashback Amount,4,3,4,434,Lost Customers
51961,0,Stayed,10.0,Computer,1,9,Credit Card,Male,2.0,3,Phone,1,Married,2,0,No,11.0,0.0,1.0,0.0,117,Very close distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
51314,1,Churned,10.0,Computer,3,15,E wallet,Male,2.0,3,Phone,5,Married,2,0,No,19.0,1.0,1.0,0.0,118,Close Distance,1 Year,Moderate Cashback Amount,4,3,4,434,Lost Customers
52784,1,Churned,10.0,Computer,3,15,E wallet,Male,2.0,3,Phone,5,Married,2,0,No,19.0,1.0,1.0,0.0,118,Close Distance,1 Year,Moderate Cashback Amount,4,3,4,434,Lost Customers
50333,1,Churned,10.0,Computer,3,11,E wallet,Male,3.0,3,Phone,4,Single,2,1,Yes,14.0,1.0,1.0,0.0,119,Close Distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
50704,1,Churned,10.0,Computer,1,14,CC,Male,3.0,3,Phone,3,Single,2,0,No,12.0,0.0,1.0,0.0,119,Close Distance,1 Year,Moderate Cashback Amount,4,3,4,434,Lost Customers
50768,1,Churned,10.0,Computer,1,16,CC,Female,3.0,4,Phone,4,Single,2,1,Yes,25.0,1.0,1.0,0.0,119,Close Distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
51803,1,Churned,10.0,Computer,3,11,E wallet,Male,3.0,3,Phone,4,Single,2,1,Yes,14.0,1.0,1.0,0.0,119,Close Distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
52174,1,Churned,10.0,Computer,1,14,CC,Male,3.0,3,Phone,3,Single,2,0,No,12.0,1.0,1.0,0.0,119,Close Distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
52238,1,Churned,10.0,Computer,1,16,CC,Female,3.0,4,Phone,4,Single,2,1,Yes,25.0,0.0,1.0,0.0,119,Close Distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
50003,1,Churned,10.0,Phone,1,30,Debit Card,Male,2.0,4,Phone,3,Single,6,1,Yes,14.0,0.0,1.0,3.0,120,Moderate Distance,1 Year,Moderate Cashback Amount,2,4,4,244,Promising Customers
50037,0,Stayed,10.0,Computer,1,15,CC,Male,2.0,3,Phone,4,Married,7,0,No,18.0,0.0,2.0,2.0,120,Close Distance,1 Year,Moderate Cashback Amount,3,2,4,324,Lost Potential Customers
50356,1,Churned,10.0,Computer,3,18,Debit Card,Male,3.0,4,Phone,5,Divorced,2,0,No,18.0,1.0,1.0,0.0,120,Close Distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
50388,0,Stayed,10.0,Phone,1,9,CC,Male,2.0,4,Phone,2,Single,1,0,No,13.0,0.0,1.0,1.0,120,Very close distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
50512,1,Churned,10.0,Computer,1,31,Debit Card,Female,3.0,3,Phone,4,Married,2,1,Yes,19.0,0.0,7.0,8.0,120,Far Distance,1 Year,Moderate Cashback Amount,,,,,
50538,1,Churned,10.0,Phone,3,8,CC,Female,2.0,4,Phone,3,Single,2,0,No,13.0,0.0,1.0,2.0,120,Very close distance,1 Year,Moderate Cashback Amount,3,4,4,344,Lost Customers
50547,0,Stayed,10.0,Phone,1,16,Debit Card,Male,2.0,3,Phone,4,Married,2,0,No,14.0,1.0,1.0,0.0,120,Close Distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
50638,1,Churned,10.0,Computer,1,8,Debit Card,Male,2.0,3,Phone,5,Divorced,7,1,Yes,14.0,1.0,1.0,2.0,120,Very close distance,1 Year,Moderate Cashback Amount,3,4,4,344,Lost Customers
50645,0,Stayed,10.0,Computer,1,6,CC,Female,3.0,4,Phone,3,Married,2,0,No,13.0,1.0,1.0,3.0,120,Very close distance,1 Year,Moderate Cashback Amount,2,4,4,244,Promising Customers
50767,0,Stayed,10.0,Phone,1,8,Debit Card,Female,3.0,1,Phone,2,Divorced,2,0,No,13.0,6.0,7.0,7.0,120,Very close distance,1 Year,Moderate Cashback Amount,,,,,
50853,0,Stayed,10.0,Computer,1,32,Cash on Delivery,Female,3.0,4,Phone,3,Married,2,0,No,20.0,1.0,1.0,0.0,120,Far Distance,1 Year,Moderate Cashback Amount,4,3,4,434,Lost Customers
50937,0,Stayed,10.0,Computer,3,19,Debit Card,Female,3.0,3,Phone,4,Divorced,2,0,No,13.0,0.0,1.0,0.0,120,Close Distance,1 Year,Moderate Cashback Amount,4,3,4,434,Lost Customers
50959,1,Churned,10.0,Phone,1,15,Debit Card,Male,2.0,3,Phone,5,Single,4,0,No,14.0,1.0,1.0,0.0,120,Close Distance,1 Year,Moderate Cashback Amount,4,3,4,434,Lost Customers
51056,0,Stayed,10.0,Phone,1,13,Debit Card,Male,3.0,3,Phone,4,Single,3,0,No,11.0,0.0,1.0,3.0,120,Close Distance,1 Year,Moderate Cashback Amount,2,3,4,234,Promising Customers
51086,0,Stayed,10.0,Phone,1,27,CC,Male,3.0,1,Phone,4,Married,2,0,No,18.0,2.0,2.0,13.0,120,Moderate Distance,1 Year,Moderate Cashback Amount,1,1,4,114,Loyal Customers
51159,0,Stayed,10.0,Phone,1,6,Debit Card,Male,2.0,3,Phone,1,Married,2,0,No,11.0,0.0,1.0,3.0,120,Very close distance,1 Year,Moderate Cashback Amount,2,4,4,244,Promising Customers
51291,0,Stayed,10.0,Computer,1,6,CC,Male,2.0,4,Phone,3,Married,2,0,No,12.0,0.0,1.0,0.0,120,Very close distance,1 Year,Moderate Cashback Amount,4,3,4,434,Lost Customers
51333,0,Stayed,10.0,Phone,1,8,CC,Female,3.0,3,Phone,3,Married,3,0,No,14.0,1.0,1.0,2.0,120,Very close distance,1 Year,Moderate Cashback Amount,3,4,4,344,Lost Customers
51360,1,Churned,10.0,Phone,1,30,Debit Card,Male,2.0,4,Phone,3,Single,6,1,Yes,14.0,0.0,1.0,3.0,120,Moderate Distance,1 Year,Moderate Cashback Amount,2,4,4,244,Promising Customers
51383,0,Stayed,10.0,Phone,3,8,E wallet,Female,3.0,3,Phone,1,Married,2,0,No,13.0,2.0,2.0,2.0,120,Very close distance,1 Year,Moderate Cashback Amount,3,2,4,324,Lost Potential Customers
51386,0,Stayed,10.0,Phone,1,10,UPI,Male,3.0,3,Phone,1,Married,2,0,No,12.0,1.0,1.0,0.0,120,Very close distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
51445,0,Stayed,10.0,Computer,1,29,CC,Male,3.0,3,Laptop & Accessory,4,Married,5,0,No,12.0,0.0,1.0,2.0,120,Moderate Distance,1 Year,Moderate Cashback Amount,3,4,4,344,Lost Customers
51507,0,Stayed,10.0,Computer,1,15,CC,Male,2.0,3,Phone,4,Married,7,0,No,18.0,2.0,2.0,2.0,120,Close Distance,1 Year,Moderate Cashback Amount,3,2,4,324,Lost Potential Customers
51826,1,Churned,10.0,Computer,3,18,Debit Card,Male,3.0,4,Phone,5,Married,2,0,No,18.0,1.0,1.0,0.0,120,Close Distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
51858,0,Stayed,10.0,Phone,1,9,CC,Male,2.0,4,Phone,1,Single,1,0,No,13.0,1.0,1.0,1.0,120,Very close distance,1 Year,Moderate Cashback Amount,4,3,4,434,Lost Customers
51982,1,Churned,10.0,Computer,1,31,Debit Card,Female,3.0,3,Phone,4,Married,2,1,Yes,19.0,6.0,7.0,8.0,120,Far Distance,1 Year,Moderate Cashback Amount,,,,,
52008,1,Churned,10.0,Phone,3,8,CC,Female,2.0,4,Phone,3,Single,2,0,No,13.0,1.0,1.0,2.0,120,Very close distance,1 Year,Moderate Cashback Amount,3,4,4,344,Lost Customers
52017,0,Stayed,10.0,Phone,1,16,Debit Card,Male,2.0,3,Phone,4,Married,2,0,No,14.0,1.0,1.0,0.0,120,Close Distance,1 Year,Moderate Cashback Amount,4,3,4,434,Lost Customers
52108,1,Churned,10.0,Computer,1,8,Debit Card,Male,2.0,3,Phone,5,Married,7,1,Yes,14.0,0.0,1.0,2.0,120,Very close distance,1 Year,Moderate Cashback Amount,3,4,4,344,Lost Customers
52115,0,Stayed,10.0,Computer,1,6,CC,Female,3.0,4,Phone,3,Married,2,0,No,13.0,0.0,1.0,3.0,120,Very close distance,1 Year,Moderate Cashback Amount,2,3,4,234,Promising Customers
52237,0,Stayed,10.0,Phone,1,8,Debit Card,Female,3.0,1,Phone,1,Married,2,0,No,13.0,1.0,7.0,7.0,120,Very close distance,1 Year,Moderate Cashback Amount,,,,,
52323,0,Stayed,10.0,Computer,1,32,Cash on Delivery,Female,3.0,4,Phone,3,Married,2,0,No,20.0,1.0,1.0,0.0,120,Far Distance,1 Year,Moderate Cashback Amount,4,3,4,434,Lost Customers
52407,0,Stayed,10.0,Computer,3,19,Debit Card,Female,3.0,3,Phone,4,Married,2,0,No,13.0,0.0,1.0,0.0,120,Close Distance,1 Year,Moderate Cashback Amount,4,3,4,434,Lost Customers
52429,1,Churned,10.0,Phone,1,15,Debit Card,Male,2.0,3,Phone,5,Single,4,0,No,14.0,1.0,1.0,0.0,120,Close Distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
52526,0,Stayed,10.0,Phone,1,13,Debit Card,Male,3.0,3,Phone,4,Single,3,0,No,11.0,0.0,1.0,3.0,120,Close Distance,1 Year,Moderate Cashback Amount,2,4,4,244,Promising Customers
52556,0,Stayed,10.0,Phone,1,27,CC,Male,3.0,1,Phone,4,Married,2,0,No,18.0,0.0,2.0,13.0,120,Moderate Distance,1 Year,Moderate Cashback Amount,1,2,4,124,New Customers
52629,0,Stayed,10.0,Phone,1,7,Debit Card,Male,2.0,3,Phone,1,Married,2,0,No,11.0,0.0,1.0,3.0,120,Very close distance,1 Year,Moderate Cashback Amount,2,4,4,244,Promising Customers
52761,0,Stayed,10.0,Computer,1,7,CC,Male,2.0,4,Phone,3,Married,2,0,No,12.0,0.0,1.0,0.0,120,Very close distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
52803,0,Stayed,10.0,Phone,1,8,CC,Female,3.0,3,Phone,3,Married,3,0,No,14.0,0.0,1.0,2.0,120,Very close distance,1 Year,Moderate Cashback Amount,3,4,4,344,Lost Customers
50002,1,Churned,10.0,Phone,1,8,UPI,Male,3.0,4,Phone,3,Single,7,1,Yes,15.0,0.0,1.0,0.0,121,Very close distance,1 Year,Moderate Cashback Amount,4,3,4,434,Lost Customers
50007,1,Churned,10.0,Phone,3,11,Cash on Delivery,Male,2.0,3,Laptop & Accessory,2,Divorced,4,0,No,14.0,0.0,1.0,0.0,121,Close Distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
50016,1,Churned,10.0,Phone,2,12,UPI,Male,3.0,3,Phone,5,Married,5,1,Yes,22.0,1.0,1.0,2.0,121,Close Distance,1 Year,Moderate Cashback Amount,3,4,4,344,Lost Customers
50048,0,Stayed,10.0,Computer,1,9,CC,Male,1.0,3,Phone,4,Single,5,0,No,12.0,4.0,7.0,2.0,121,Very close distance,1 Year,Moderate Cashback Amount,,,,,
50069,0,Stayed,10.0,Computer,1,13,CC,Male,2.0,2,Phone,2,Married,5,0,No,14.0,0.0,2.0,2.0,121,Close Distance,1 Year,Moderate Cashback Amount,3,2,4,324,Lost Potential Customers
50093,1,Churned,10.0,Phone,1,6,Cash on Delivery,Male,2.0,3,Phone,3,Single,1,0,No,14.0,0.0,1.0,5.0,121,Very close distance,1 Year,Moderate Cashback Amount,2,3,4,234,Promising Customers
50148,0,Stayed,10.0,Phone,1,15,CC,Male,3.0,3,Phone,2,Divorced,2,0,No,23.0,1.0,1.0,4.0,121,Close Distance,1 Year,Moderate Cashback Amount,2,4,4,244,Promising Customers
50161,0,Stayed,10.0,Phone,1,6,Debit Card,Female,2.0,3,Phone,2,Single,2,0,No,12.0,1.0,5.0,7.0,121,Very close distance,1 Year,Moderate Cashback Amount,1,1,4,114,Loyal Customers
50212,1,Churned,10.0,Phone,1,14,UPI,Male,3.0,5,Phone,5,Divorced,2,1,Yes,11.0,1.0,1.0,7.0,121,Close Distance,1 Year,Moderate Cashback Amount,1,3,4,134,New Customers
50295,0,Stayed,10.0,Computer,1,9,Debit Card,Male,2.0,3,Phone,2,Divorced,5,0,No,15.0,0.0,1.0,4.0,121,Very close distance,1 Year,Moderate Cashback Amount,2,4,4,244,Promising Customers
50317,0,Stayed,10.0,Computer,1,11,UPI,Male,3.0,3,Phone,3,Divorced,5,0,No,17.0,2.0,2.0,0.0,121,Close Distance,1 Year,Moderate Cashback Amount,4,3,4,434,Lost Customers
50352,0,Stayed,10.0,Phone,1,23,UPI,Male,3.0,4,Phone,4,Divorced,2,0,No,21.0,1.0,1.0,0.0,121,Moderate Distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
50354,0,Stayed,10.0,Phone,3,19,CC,Male,2.0,3,Phone,3,Divorced,2,0,No,11.0,1.0,1.0,6.0,121,Close Distance,1 Year,Moderate Cashback Amount,1,3,4,134,New Customers
50377,0,Stayed,10.0,Computer,1,9,CC,Female,3.0,3,Phone,3,Married,2,0,No,20.0,1.0,1.0,0.0,121,Very close distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
50475,0,Stayed,10.0,Phone,2,19,UPI,Male,2.0,3,Phone,4,Divorced,4,0,No,13.0,1.0,1.0,4.0,121,Close Distance,1 Year,Moderate Cashback Amount,2,4,4,244,Promising Customers
50564,1,Churned,10.0,Phone,3,27,UPI,Male,2.0,4,Phone,4,Single,2,1,Yes,13.0,0.0,1.0,0.0,121,Moderate Distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
50596,1,Churned,10.0,Phone,1,28,Debit Card,Female,2.0,3,Phone,3,Divorced,5,1,Yes,11.0,0.0,1.0,1.0,121,Moderate Distance,1 Year,Moderate Cashback Amount,4,3,4,434,Lost Customers
50691,0,Stayed,10.0,Phone,1,6,Cash on Delivery,Female,3.0,4,Phone,4,Single,2,1,Yes,11.0,0.0,2.0,2.0,121,Very close distance,1 Year,Moderate Cashback Amount,3,3,4,334,Lost Customers
50740,1,Churned,10.0,Computer,1,11,Debit Card,Male,3.0,4,Phone,5,Married,7,0,No,17.0,1.0,1.0,0.0,121,Close Distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
50809,0,Stayed,10.0,Phone,1,6,Cash on Delivery,Male,2.0,3,Phone,5,Single,3,0,No,11.0,0.0,1.0,2.0,121,Very close distance,1 Year,Moderate Cashback Amount,3,3,4,334,Lost Customers
50810,0,Stayed,10.0,Phone,1,6,CC,Female,2.0,3,Phone,4,Single,2,0,No,18.0,1.0,2.0,1.0,121,Very close distance,1 Year,Moderate Cashback Amount,4,3,4,434,Lost Customers
50893,0,Stayed,10.0,Phone,1,17,Debit Card,Male,3.0,3,Phone,5,Divorced,1,0,No,14.0,1.0,1.0,4.0,121,Close Distance,1 Year,Moderate Cashback Amount,2,4,4,244,Promising Customers
50899,0,Stayed,10.0,Phone,1,6,Debit Card,Female,2.0,3,Phone,5,Divorced,3,0,No,22.0,1.0,1.0,0.0,121,Very close distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
50904,0,Stayed,10.0,Phone,1,11,CC,Male,2.0,1,Phone,3,Divorced,3,1,Yes,12.0,1.0,1.0,3.0,121,Close Distance,1 Year,Moderate Cashback Amount,2,4,4,244,Promising Customers
50911,0,Stayed,10.0,Phone,2,14,CC,Female,3.0,1,Phone,4,Single,10,0,No,18.0,0.0,1.0,2.0,121,Close Distance,1 Year,Moderate Cashback Amount,3,3,4,334,Lost Customers
50940,0,Stayed,10.0,Phone,2,6,Debit Card,Male,2.0,3,Phone,3,Married,1,0,No,21.0,0.0,1.0,3.0,121,Very close distance,1 Year,Moderate Cashback Amount,2,4,4,244,Promising Customers
50968,0,Stayed,10.0,Phone,1,34,Cash on Delivery,Male,3.0,3,Phone,1,Married,5,0,No,20.0,1.0,1.0,3.0,121,Far Distance,1 Year,Moderate Cashback Amount,2,4,4,244,Promising Customers
50986,1,Churned,10.0,Phone,1,8,Debit Card,Female,3.0,3,Phone,5,Married,2,1,Yes,12.0,1.0,1.0,0.0,121,Very close distance,1 Year,Moderate Cashback Amount,4,3,4,434,Lost Customers
50994,0,Stayed,10.0,Phone,1,9,Debit Card,Female,2.0,3,Phone,1,Married,2,0,No,21.0,1.0,1.0,0.0,121,Very close distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
51003,0,Stayed,10.0,Phone,1,16,Cash on Delivery,Male,2.0,1,Phone,3,Married,3,0,No,16.0,2.0,2.0,2.0,121,Close Distance,1 Year,Moderate Cashback Amount,3,3,4,334,Lost Customers
51017,0,Stayed,10.0,Phone,1,13,CC,Male,2.0,4,Phone,4,Married,2,0,No,12.0,0.0,1.0,1.0,121,Close Distance,1 Year,Moderate Cashback Amount,4,3,4,434,Lost Customers
51121,0,Stayed,10.0,Computer,2,16,CC,Male,2.0,3,Phone,1,Married,1,0,No,14.0,1.0,2.0,1.0,121,Close Distance,1 Year,Moderate Cashback Amount,4,2,4,424,Lost Potential Customers
51134,0,Stayed,10.0,Phone,1,10,Cash on Delivery,Female,3.0,4,Phone,5,Married,2,0,No,13.0,0.0,1.0,0.0,121,Very close distance,1 Year,Moderate Cashback Amount,4,4,4,444,Lost Customers
51173,1,Churned,10.0,Phone,2,26,CC,Female,3.0,3,Phone,4,Married,1,1,Yes,11.0,0.0,1.0,4.0,121,Moderate Distance,1 Year,Moderate Cashback Amount,2,3,4,234,Promising Customers
51197,0,Stayed,10.0,Phone,1,15,Debit Card,Female,3.0,3,Phone,3,Single,5,0,No,12.0,1.0,2.0,0.0,121,Close Distance,1 Year,Moderate Cashback Amount,4,3,4,434,Lost Customers
51219,0,Stayed,10.0,Phone,1,13,Debit Card,Male,2.0,3,Phone,5,Single,4,0,No,14.0,0.0,1.0,2.0,121,Close Distance,1 Year,Moderate Cashback Amount,3,3,4,334,Lost Customers
51249,0,Stayed,10.0,Computer,1,14,CC,Female,2.0,4,Laptop & Accessory,4,Married,2,1,Yes,16.0,1.0,1.0,7.0,121,Close Distance,1 Year,Moderate Cashback Amount,1,4,4,144,New Customers
